,Entity,Code,Date,test,confirmed,deaths,recovered,infectious_rate,removed_rate,susceptible_rate,infectious_rate_change,removed_rate_change,susceptible_rate_change
69,Germany,DEU,2020-03-31,1078977.857142857,71808.0,775.0,16100.0,0.06655187548533037,0.015639801955422097,0.9178083225592475,0.01555906139389851,0.12850091552903398,0.0
70,Germany,DEU,2020-04-01,1137313.2857142857,77872.0,920.0,18700.0,0.06847014009081302,0.0172511833339551,0.9142786765752319,0.028823599507807884,0.1030308045540409,0.0
71,Germany,DEU,2020-04-02,1195648.7142857143,84794.0,1107.0,22440.0,0.07091882338589416,0.01969391152991544,0.9093872650841904,0.03576279078490874,0.1415977181781134,0.0
72,Germany,DEU,2020-04-03,1253984.1428571427,91159.0,1275.0,24575.0,0.07269549660516328,0.0206142957606322,0.9066902076342045,0.025052209476200904,0.04673445543404009,0.0
73,Germany,DEU,2020-04-04,1312319.5714285714,96092.0,1444.0,26400.0,0.07322301830444827,0.02121739293249238,0.9055595887630593,0.007256593928371746,0.02925625880520899,0.0
74,Germany,DEU,2020-04-05,1370655.0,100123.0,1584.0,28700.0,0.07304755755459981,0.02209454603820801,0.9048578964071922,-0.0023962512596643615,0.04134122926914152,0.0
75,Germany,DEU,2020-04-06,1424968.857142857,103374.0,1810.0,28700.0,0.07254474333373903,0.02141099424528777,0.9060442624209732,-0.0068833816994490205,-0.030937580330375525,0.0
76,Germany,DEU,2020-04-07,1479282.7142857143,107663.0,2016.0,36081.0,0.07278054354335242,0.025753697810492904,0.9014657586461546,0.003250410695212036,0.20282587139366015,0.0
77,Germany,DEU,2020-04-08,1533596.5714285714,113296.0,2349.0,46300.0,0.07387601283854127,0.0317221627293302,0.8944018244321286,0.015051677850362877,0.23175176484386428,0.0
78,Germany,DEU,2020-04-09,1587910.4285714286,118181.0,2607.0,52407.0,0.07442548261763235,0.03464553101366909,0.8909289863686986,0.007437729216545064,0.092155390200932,0.0
79,Germany,DEU,2020-04-10,1642224.2857142857,122171.0,2767.0,53913.0,0.07439361423574473,0.03451416502183015,0.8910922207424251,-0.0004281918069829471,-0.003791715352468139,0.0
80,Germany,DEU,2020-04-11,1696538.1428571427,124908.0,2736.0,57400.0,0.07362522353293055,0.035446300015822135,0.8909284764512473,-0.010328718542686133,0.027007316949502203,0.0
81,Germany,DEU,2020-04-12,1750852.0,127854.0,3022.0,60300.0,0.07302387637561598,0.036166392133658354,0.8908097314907256,-0.008167678527259081,0.020315015037247752,0.0
82,Germany,DEU,2020-04-13,1798266.5714285714,130072.0,3194.0,64300.0,0.0723318789697952,0.03753281135976503,0.8901353096704397,-0.00947631706459029,0.03778146354927703,0.0
83,Germany,DEU,2020-04-14,1845681.142857143,131359.0,3294.0,68200.0,0.07117101483556051,0.03873583488496078,0.8900931502794787,-0.01604913560616128,0.032052582303637056,0.0
84,Germany,DEU,2020-04-15,1893095.7142857143,134753.0,3804.0,72600.0,0.07118129262198651,0.040359290564887296,0.8884594168131262,0.00014440972142581998,0.04191095105469955,0.0
85,Germany,DEU,2020-04-16,1940510.2857142857,137698.0,4052.0,77000.0,0.07095968571447922,0.04176839494059442,0.8872719193449263,-0.00311327456055277,0.034914002599764515,0.0
86,Germany,DEU,2020-04-17,1987924.857142857,141397.0,4352.0,83114.0,0.07112794001842841,0.043998644961716724,0.8848734150198548,0.0023711252700047147,0.05339563620518106,0.0
87,Germany,DEU,2020-04-18,2035339.4285714286,143342.0,4459.0,85400.0,0.0704265824106839,0.04414939284258378,0.8854240247467323,-0.009860507805551477,0.003426193715697856,0.0
88,Germany,DEU,2020-04-19,2082754.0,145184.0,4586.0,88000.0,0.06970770431841687,0.04445364166867523,0.885838654012908,-0.010207482283819846,0.0068913479099532715,0.0
89,Germany,DEU,2020-04-20,2134738.285714286,147065.0,4862.0,91500.0,0.06889134887595455,0.04513995961231246,0.885968691511733,-0.01171112218433279,0.015438958831596628,0.0
90,Germany,DEU,2020-04-21,2186722.5714285714,148291.0,5033.0,95200.0,0.0678142723441696,0.04583709031480772,0.8863486373410226,-0.015634423615718762,0.015443759996300654,0.0
91,Germany,DEU,2020-04-22,2238706.8571428573,150648.0,5279.0,99400.0,0.06729241906743612,0.046758690029473644,0.8859488909030903,-0.007695331066666755,0.02010598204066638,0.0
92,Germany,DEU,2020-04-23,2290691.1428571427,153129.0,5575.0,103300.0,0.06684838350097456,0.047529323339593456,0.885622293159432,-0.0065985971765493145,0.016481071425098914,0.0
93,Germany,DEU,2020-04-24,2342675.4285714286,154999.0,5760.0,109800.0,0.06616324144165328,0.049328216188475105,0.8845085423698716,-0.010249194123165273,0.03784806352130654,0.0
94,Germany,DEU,2020-04-25,2394659.7142857146,156513.0,5877.0,109800.0,0.06535918196071759,0.048306237128353094,0.8863345809109293,-0.012152661559738709,-0.020717940746472485,0.0
95,Germany,DEU,2020-04-26,2446644.0,157770.0,5976.0,112000.0,0.06448424862791645,0.04821952028983375,0.8872962310822499,-0.013386540445487816,-0.0017951478664945952,0.0
96,Germany,DEU,2020-04-27,2493328.0,158758.0,6126.0,114500.0,0.0636731308516168,0.0483795152503,0.8879473538980832,-0.012578541171812674,0.0033180537571624313,0.0
97,Germany,DEU,2020-04-28,2540012.0,159912.0,6314.0,117400.0,0.06295718287945096,0.04870606910518533,0.8883367480153637,-0.011244114473250577,0.0067498372647152305,0.0
98,Germany,DEU,2020-04-29,2586696.0,161539.0,6467.0,120400.0,0.062449936134744866,0.049045964427207524,0.8885040994380476,-0.008057011472024644,0.006978500385407038,0.0
99,Germany,DEU,2020-04-30,2633380.0,163009.0,6623.0,123500.0,0.06190105491801411,0.0494129217963226,0.8886860232856633,-0.008789139760631004,0.0074819075004570745,0.0
100,Germany,DEU,2020-05-01,2680064.0,164077.0,6736.0,126900.0,0.06122129919285509,0.04986298834654695,0.888915712460598,-0.01098132699126586,0.009108276415620509,0.0
101,Germany,DEU,2020-05-02,2726748.0,164967.0,6812.0,129000.0,0.06049954011151746,0.04980731626098195,0.8896931436275006,-0.011789346042200055,-0.0011165011847681372,0.0
102,Germany,DEU,2020-05-03,2773432.0,165664.0,6866.0,130600.0,0.059732490286403275,0.049565303926687225,0.8907022057869095,-0.012678605881967009,-0.004858971582139104,0.0
103,Germany,DEU,2020-05-04,2831128.4285714286,166152.0,6993.0,132700.0,0.05868755310540234,0.04934180964389817,0.8919706372506995,-0.01749361488179557,-0.004509087306710069,0.0
104,Germany,DEU,2020-05-05,2888824.8571428573,167007.0,6993.0,135100.0,0.05781139676469532,0.04918712868613802,0.8930014745491667,-0.014929168015123229,-0.003134886192389219,0.0
105,Germany,DEU,2020-05-06,2946521.285714286,168162.0,7275.0,139900.0,0.057071367790657156,0.04994873131022447,0.8929799008991184,-0.01280074544903731,0.015483778875287069,0.0
106,Germany,DEU,2020-05-07,3004217.714285714,169430.0,7392.0,141700.0,0.056397377325326056,0.04962756170800633,0.8939750609666677,-0.011809607714385884,-0.00642998518267468,0.0
107,Germany,DEU,2020-05-08,3061914.1428571427,170588.0,7510.0,141700.0,0.05571286196837002,0.04873095489894067,0.8955561831326893,-0.012137361512529865,-0.0180667108801561,0.0
108,Germany,DEU,2020-05-09,3119610.5714285714,171324.0,7549.0,143300.0,0.05491839320237499,0.0483550739895465,0.8967265328080785,-0.014260060207391234,-0.007713391009342652,0.0
109,Germany,DEU,2020-05-10,3177307.0,171879.0,7569.0,144400.0,0.05409581132701373,0.04782949837708474,0.8980746902959016,-0.014978258237272724,-0.010869089199933346,0.0
110,Germany,DEU,2020-05-11,3238861.5714285714,172576.0,7661.0,145617.0,0.053282919382035075,0.04732465300528215,0.8993924276126828,-0.015026892564096173,-0.010555104881561195,0.0
111,Germany,DEU,2020-05-12,3300416.1428571427,173171.0,7738.0,147200.0,0.0524694440047452,0.04694498914487537,0.9005855668503795,-0.015267094722368868,-0.008022538704391735,0.0
112,Germany,DEU,2020-05-13,3361970.714285714,174098.0,7861.0,148700.0,0.05178450819342992,0.046568222422265514,0.9016472693843045,-0.013053994078026432,-0.008025706885289252,0.0
113,Germany,DEU,2020-05-14,3423525.285714286,174478.0,7884.0,150300.0,0.05096442568368436,0.046205004140051624,0.902830570176264,-0.01583644488197733,-0.007799702529341701,0.0
114,Germany,DEU,2020-05-15,3485079.8571428573,175233.0,7897.0,151597.0,0.050280913833538304,0.045764804979463676,0.903954281186998,-0.013411548172608478,-0.009527088435132725,0.0
115,Germany,DEU,2020-05-16,3546634.4285714286,175752.0,7938.0,152600.0,0.04955458577409464,0.04526488512791664,0.9051805290979887,-0.014445402918655592,-0.010923674901955116,0.0
116,Germany,DEU,2020-05-17,3608189.0,176369.0,7962.0,154011.0,0.048880200011695615,0.04489038683949206,0.9062294131488123,-0.013608947625419754,-0.008273483680921068,0.0
117,Germany,DEU,2020-05-18,3657443.5714285714,176551.0,8003.0,155041.0,0.04827169484696669,0.044578678198530945,0.9071496269545024,-0.012448909058950908,-0.006943772662856396,0.0
118,Germany,DEU,2020-05-19,3706698.1428571427,177778.0,8081.0,155681.0,0.04796128337091074,0.044180020516526704,0.9078586961125625,-0.0064305070919931095,-0.008942788304059146,0.0
119,Germany,DEU,2020-05-20,3755952.714285714,178473.0,8144.0,156966.0,0.047517371377222194,0.043959552358581726,0.908523076264196,-0.009255632095069966,-0.004990223077476985,0.0
120,Germany,DEU,2020-05-21,3805207.285714286,179021.0,8203.0,158087.0,0.04704632009722316,0.04370064165079649,0.9092530382519803,-0.009913243648507764,-0.005889748505018333,0.0
121,Germany,DEU,2020-05-22,3854461.8571428573,179710.0,8228.0,159064.0,0.04662388853763651,0.04340216772154186,0.9099739437408216,-0.008979056357940052,-0.0068299667460189895,0.0
122,Germany,DEU,2020-05-23,3903716.4285714286,179986.0,8261.0,159716.0,0.046106320295879216,0.043030021025751465,0.9108636586783694,-0.011100923968181853,-0.008574380389892,0.0
123,Germany,DEU,2020-05-24,3952971.0,180328.0,8283.0,160281.0,0.045618346302059895,0.04264235685007555,0.9117392968478646,-0.010583668154123593,-0.009009156083003456,0.0
124,Germany,DEU,2020-05-25,3952971.0,180600.0,8309.0,161199.0,0.04568715530673005,0.0428811645721661,0.9114316801211039,0.0015083625393725875,0.0056002467905365005,0.0
125,Germany,DEU,2020-05-26,3952971.0,181200.0,8372.0,161967.0,0.045838939875855404,0.04309138620040471,0.9110696739237398,0.0033222591362127574,0.004902423484437257,0.0
126,Germany,DEU,2020-05-27,3952971.0,181524.0,8428.0,162820.0,0.04592090354318309,0.04332133982262961,0.9107577566341873,0.0017880794701985447,0.005336417379461,0.0
127,Germany,DEU,2020-05-28,3952971.0,182196.0,8470.0,163360.0,0.04609090226060348,0.0434685708546812,0.9104405268847153,0.003701989819528073,0.00339857983742875,0.0
128,Germany,DEU,2020-05-29,3952971.0,182922.0,8504.0,164245.0,0.04627456158924515,0.04370105421972486,0.91002438419103,0.003984719752354593,0.005348309375545535,0.0
129,Germany,DEU,2020-05-30,3952971.0,183189.0,8530.0,164908.0,0.04634210572250593,0.04387535349993714,0.9097825407775569,0.001459638534457408,0.003988445663940299,0.0
130,Germany,DEU,2020-05-31,3952971.0,183410.0,8540.0,165352.0,0.04639801303880044,0.04399020382390865,0.909611783137291,0.0012064043146695624,0.002617650111278902,0.0
131,Germany,DEU,2020-06-01,3952971.0,183594.0,8555.0,165632.0,0.04644456030666554,0.044064831237061945,0.9094906084562725,0.001003216836595655,0.00169645527108786,0.0
132,Germany,DEU,2020-06-02,3952971.0,183879.0,8563.0,166609.0,0.04651665797700008,0.04431401090470939,0.9091693311182906,0.0015523383117095335,0.005654842209809052,0.0
133,Germany,DEU,2020-06-03,3952971.0,184121.0,8602.0,167453.0,0.046577877753213974,0.044537387195605536,0.9088847350511805,0.0013160828588365536,0.005040759938803152,0.0
170,Denmark,DNK,2020-02-27,381.5,1.0,0.0,0.0,0.002621231979030144,0.0,0.9973787680209698,0.0,0.0,0.0
171,Denmark,DNK,2020-02-28,763.0,1.0,0.0,0.0,0.001310615989515072,0.0,0.9986893840104849,-0.5,0.0,0.0
172,Denmark,DNK,2020-02-29,1144.5,3.0,0.0,0.0,0.002621231979030144,0.0,0.9973787680209698,1.0,0.0,0.0
173,Denmark,DNK,2020-03-01,1526.0,4.0,0.0,0.0,0.002621231979030144,0.0,0.9973787680209698,0.0,0.0,0.0
174,Denmark,DNK,2020-03-02,1907.5,4.0,0.0,0.0,0.0020969855832241153,0.0,0.9979030144167759,-0.20000000000000007,0.0,0.0
175,Denmark,DNK,2020-03-03,2289.0,6.0,0.0,0.0,0.002621231979030144,0.0,0.9973787680209698,0.25,0.0,0.0
176,Denmark,DNK,2020-03-04,2670.5,11.0,0.0,0.0,0.0041190788241902265,0.0,0.9958809211758097,0.5714285714285714,0.0,0.0
177,Denmark,DNK,2020-03-05,3052.0,11.0,0.0,0.0,0.0036041939711664484,0.0,0.9963958060288336,-0.125,0.0,0.0
178,Denmark,DNK,2020-03-06,3433.5,24.0,0.0,1.0,0.0069899519440803845,0.000291247997670016,0.9927188000582496,0.9393939393939392,0.0,0.0
179,Denmark,DNK,2020-03-07,3815.0,24.0,0.0,1.0,0.006290956749672346,0.0002621231979030144,0.9934469200524246,-0.09999999999999998,-0.09999999999999998,0.0
180,Denmark,DNK,2020-03-08,4196.5,37.0,0.0,1.0,0.008816871202192303,0.00023829381627546765,0.9909448349815322,0.4015151515151514,-0.09090909090909094,0.0
181,Denmark,DNK,2020-03-09,4578.0,92.0,0.0,1.0,0.020096111839231105,0.00021843599825251202,0.9796854521625163,1.279279279279279,-0.08333333333333326,0.0
182,Denmark,DNK,2020-03-10,4959.5,264.0,0.0,1.0,0.053231172497227544,0.00020163322915616494,0.9465671942736162,1.648829431438127,-0.07692307692307698,0.0
183,Denmark,DNK,2020-03-11,5341.0,444.0,0.0,1.0,0.08313049990638458,0.0001872308556450103,0.9166822692379704,0.5616883116883118,-0.0714285714285714,0.0
184,Denmark,DNK,2020-03-12,5722.5,617.0,0.0,1.0,0.10782000873743992,0.00017474879860200962,0.8920052424639581,0.2969969969969968,-0.06666666666666665,0.0
185,Denmark,DNK,2020-03-13,6104.0,804.0,0.0,1.0,0.13171690694626476,0.000163826998689384,0.8681192660550459,0.2216369529983795,-0.06250000000000011,0.0
186,Denmark,DNK,2020-03-14,6485.5,836.0,1.0,1.0,0.12890293732171768,0.0003083802328270758,0.8707886824454553,-0.021363769388352494,0.8823529411764706,0.0
187,Denmark,DNK,2020-03-15,6867.0,875.0,2.0,1.0,0.127420998980632,0.00043687199650502403,0.872142129022863,-0.011496544391281227,0.41666666666666674,0.0
188,Denmark,DNK,2020-03-16,7248.5,933.0,3.0,1.0,0.12871628612816444,0.0005518383113747671,0.8707318755604608,0.010165413533834489,0.26315789473684204,0.0
189,Denmark,DNK,2020-03-17,7630.0,1025.0,4.0,1.0,0.1343381389252949,0.000655307994757536,0.8650065530799476,0.0436763129689175,0.18750000000000022,0.0
190,Denmark,DNK,2020-03-18,8238.5,1116.0,4.0,1.0,0.1354615524670753,0.0006069065970747103,0.86393154093585,0.008362580803692232,-0.07386053286399219,0.0
191,Denmark,DNK,2020-03-19,8847.0,1225.0,6.0,1.0,0.13846501638973663,0.0007912286650842093,0.8607437549451792,0.022172076636958193,0.3037074714592516,0.0
192,Denmark,DNK,2020-03-20,11657.0,1337.0,9.0,1.0,0.11469503302736553,0.0008578536501672815,0.8844471133224672,-0.1716677900464466,0.0842044632899912,0.0
193,Denmark,DNK,2020-03-21,12351.0,1420.0,13.0,1.0,0.11497044773702535,0.0011335114565622216,0.8838960408064125,0.00240127843717608,0.3213343049145818,0.0
194,Denmark,DNK,2020-03-22,12843.0,1514.0,13.0,1.0,0.11788522930779413,0.0010900879856731293,0.8810246827065328,0.02535244167645434,-0.038308806353655744,0.0
195,Denmark,DNK,2020-03-23,13756.0,1572.0,24.0,1.0,0.11427740622273917,0.0018173887758069205,0.8839052050014539,-0.030604538891255473,0.6671945748348773,0.0
196,Denmark,DNK,2020-03-24,14313.0,1718.0,32.0,36.0,0.12003074128414729,0.004750925731852163,0.8752183329840005,0.050345341669675525,1.614149374694334,0.0
197,Denmark,DNK,2020-03-25,14870.0,1862.0,34.0,41.0,0.12521856086079355,0.005043712172158709,0.8697377269670478,0.04322075762545863,0.06162724000158226,0.0
198,Denmark,DNK,2020-03-26,15981.0,2023.0,41.0,50.0,0.12658782303985983,0.0056942619360490585,0.8677179150240911,0.010934977767301568,0.12898233318732677,0.0
199,Denmark,DNK,2020-03-27,17275.0,2200.0,52.0,57.0,0.12735166425470332,0.006309696092619392,0.8663386396526773,0.0060340812923449505,0.10807970611154394,0.0
200,Denmark,DNK,2020-03-28,18810.0,2366.0,65.0,57.0,0.12578415736310472,0.006485911749069644,0.8677299308878257,-0.012308491614711703,0.027927756561267003,0.0
